text,reply count,like count,sentiment,
"Tolong kasih adsense dong...sy rela ga skip"" iklan.Konten ky gini yg harusnya subs.nya jutaan.",0,1,1,
"Kacung"" pemerintah",0,0,,
"Kamu akan sebarkan film ini,dalam bentuk bedah film",0,0,,
"Kanan kiri tambang batu bara, depan rumah ku kantor polisi, warga demo di diamkan, banjir bandang datang, baru TNI datang. Hmmmmm
 ""Mereka sudah dibayar, makanya diam""
 Kata mereka yg orang asli Kalimantan",0,0,,
"Saya berharap pak presiden bisa meluangkan sejenak waktu kerja beliau untuk melihat film ini, jikalau tak sempat setidaknya keluarga beliau yang menonton agar tau apa yang sebenarnya dialami masyarakatnya",0,3,1,
"Mudah2an kedepan ada Pemimpin Indonesia yang Takut sama Tuhan, yang membawa Pemerintah kembali menepati perjanjian/peraturan UUD 45 dan Pancasila, agar terbebas dari Penjajahan...
 (Teruslah BerKarya)",0,8,,
Kanger tentang cerita ini 11 september 2020,0,0,,
"Aparat tai : "" itu nasib dia """,0,1,,
"https://youtu.be/GF-Y2EnwabU
 
 Gunakan dan Kembangkan teknologi ini agar PLTU tidak ada asap dan polusi udara",0,0,,
"Semua ada baik dan ada buruknya.
 Klw gak ada listrik kan jd gelap.
 
 Baiknya PLTU gimn ramah lingkungan dan agar Debunya tidak nyebar ke udara.
 
 Kan orang Indonesia cerdas2, semua pasti bisa diatasi dgn Teknologi baru. Masih pake PLTU tp tidak ada Polusi.
 
 Itu yg harus masyarakat, pemerintah dan pemilik PLTU pikirkan.
 Demi kebaikan warga dan kita semua.",0,5,0,
"Apa yang ditabur, itu yang akan mereka tuai kelak.....
 Terlalu sengaja bodoh akan imbas PLTU, dan Batubara.
 
 Tapi Tuhan tidak pernah tidur...!!!",0,2,,
"Terlihat jelas dan sama,kasian yg pada fanatik ke yg didukung.....drama ....wkwkwk",0,0,,
Beberapa Warga yang vokal dan lantang kepada pemerintah dan perusahaan akan di anggap kriminal. Bahkan perusahaan tersebut sampai dikawal preman bersenjata dan ormas . Indonesia Ku Indonesia mu.,0,0,,
Njirrrr ngentot di awal filmmmm yakann nnn,0,0,,
Keadilan bagi seluruh rakyat indonesia????,0,0,,
"Pejabat mabuk uang haramm,,Indonesia akan hancur oleh anda""",0,1,,
"Ngomong g di cerna dlu yaa gini,,,prcuma jadi gubernur ngomong asal ceplas ceplos ae",0,0,,
Balik kesini biar gak lupa diri,0,0,,
"Gubernur Gak bener cok, orang kenak musibah malah di ketawain sama jajarannya bangsat.",2,0,,
Kesadaran dan penggunaan dalam menggunakan energi bersih dan terbarukan harus dimulai dari diri kira sendiri sudah banyak startup yang bergerak dalam bidang EBT ini tentunya dengan dukunganberupa aturan yang jelas dari pemerintah,0,1,,
I,0,0,,
"Indonesia itu kaya, tapi sayang yg menikmati cuma segelintir orang saja bukan dibagi secara adil dan merata seperti yg ditulis di sila kelima (pancasila)",0,0,,
Yang dibicarakan calon presiden yg sudah jadi presiden apakah sudah terealisasi..,0,0,,
"Tak ada guna video ini..
 Sekarang:
 Jokowi masih presiden
 Makruf wakilnya
 Prabowo dan Luhut menterinya
 Dan sebentar lagi Raka jadi walkot solo
 Hancurlah sudah!
 Mereka itu sudah buta tuli akan rakyat..
 #SexyKillers
 #AkuMuak",2,5,0,
Terima kasih telah membuka mata kami,0,0,1,
"pelajarannya adalah,jika kita menjaga alam,maka alam juga yang akan menjaga kita",0,0,1,
"Tanam padi tumbuh pabrik
 Tanam jagung tumbuh gedung
 Tanam modal tumbuh korupsi",0,0,,
Indonesia blom sepenuhnya merdeka,0,0,,
Baru kali ini saya nonton film dokumenter no skip.. narasi nya sangat sangat masuk akal dan mudah di cerna untuk terutama saya dan dari sekian banyak orang yg awam akan hal2 mengkritisi sebuah tindak tanduk yg d i lakukan pemerintah.. salam dari perwakilan suku anak dalam SAD JAMBI.. sehatÂ² dan teruslah berkarya bang dandy.. ( 6 september 2020 / 14.52 WIB),0,0,1,
Hahahaha bagaimana ini pemerintah??!!,0,0,,
"yg indonesia punya. gas, minyak,emas'tembaga,batu-bara,nikel,dll. kenapa yang kaya raya hanya ...?! ah sudahlah",0,0,,
Heran kok ada yang dislike ya? Sebegitu tidak berharganya kah negeri ini sampai kalian ingin merusaknya?,0,0,1,
Ya Allah. Saya menangis melihat ini.,0,1,,
"pengelolaan energi di indonesia masih salah kaprah,bukan murni salah pln/stakeholder penyedia & penyaluran listrik tapi perencanaan dan penerapan kebijakan pemerintah jg salah. di jerman (coba liat di youtube dw docummentary) malah pembangkit energi terbarukan (angin) berkurang & penggunaan batu bara utk energi PLTU masih berlanjut.masalah lingkungan,sosial & ekonomi jg sama2 terjadi. konsepsi ganti rugi pada warga jd harus diganti mjd ganti untung agar warga bs sustain. intinya butuh sosok agen perubahan yg mampu merubah nasib bangsa ini.",0,0,1,
Perusak neraka ujungnya...fir'aun zaman modern,0,0,,
"Semakin gk percaya sama pemerintah setelah nonton film ini....
 Fu*k lah....",4,11,,
Bokep terbaru,0,0,,
"Presiden berbulu domba...
 Sok baik tapi merusak lingkungan..
 Jokowi jokowi..musang berbulu babi",0,0,,
Ow...presiden juga jadi perusak alam ya,0,0,,
Tercerahkan.,0,0,,
"""Video sebagus ini bisa kalah sama bocil makan bakso FikriFadlu 90 juta views"" Gua heran deh?",0,1,1,
"""Beritahu saya anak cucu apakah di tahun 2050 tetap memakai batu bara atau sudah lebih canggih dengan Panel Surya karena saya sendiri tidak yakin akan hidup sampai 2050 tapi semoga pada saat itu Indonesia dapat lebih maju dan sila ke-5 Pancasila dapat ditepati ""KEADILAN SOSIAL BAGI SELURUH RAKYAT INDONESIA"" Karena sekarang masih keadilan sosial bagi sebagian rakyat Indonesia yg memiliki gaji di atas UMR bahkan bisa dikatakan kaya""",5,0,,
"pasti pas pembagian hati nurani dulu,pak gubernurnya gk dateng ... makanya omongannya kek gitu ...",0,0,,
Buat yg di kinipan juga kak,0,0,,
"75 Tahun,, akankan masih tertulis RIP kemanusiaan dan Keadilan? Nampaknya amanat agung pancasila tidak menjadi dasar pembawa amanah",0,3,,
"menyedihkan, menjadi budak di negri sendiri",0,0,,
Kita seperti terperangkap di negeri ini. Dikelilingi pejabat dan pengusaha rakus.,0,0,,
Unlimited dah dosa para penguasa di negri ini..gak semua sih tapi hampir semuaðŸ˜‘,0,0,,
Negara ini hancur oleh orgÂ² rakus.,0,0,,
"Yg menjual Tanahnya untuk perusahan, dia akan selalu merasa Berdosa...jdi untuk yg pnya tanah jgan memikirkan untuk kehidupan sekrang ingat untuk anak cucu kita nnti..",0,0,,
Bayangkan Hanya persoalan PTU saja sudah cukup membuat insecure untuk membanggakan negeri ini ke luar negeri. Apalagi di tmbah dengan konflik tambang d papua dan segala hal lain.,0,0,,
In Syaa Allah segala kedzoliman akan terbalaskan. Biarkan mereka hidup mewah dan enak. Tuntut mereka di akhirat,0,0,,
"Innalillahi wainna ilaihi rojiun. Allah tdk tidur. Allah maha melihat, maha mendengar dan maha mengetahui. Siapa yg menanam, dia pasti menuai......biar waktu yg membuktikan......",0,0,,
gubernur ga ada hatinya lg itu,0,0,,
Indonesia negaraku pemerintahnya lucu lucu,0,0,,
"Siapapun yg jadi presiden kalau dr kalangan oligarki akan sama saja, sudah saatnya rakyat bersatu mengusung calon yg benar2 cinta NKRI",0,0,,
Hancur negara ðŸ˜­,0,0,,
"reformasi jilid 2!!! rezim iblis ,Masyrakat masih mengandalkan Alam dengan petani nelayan malah di rusak ntr penghasilan mereka apa ? ,",0,0,,
Yg kesini akhir 2020 ???,0,0,,
"Terimakasih telah menginspirasi
 #save_earth",0,0,1,
Ada sisi negatif ada jg sisi positifnya tambang batubara,0,0,,
Yang milih allah like 40000 ya,0,0,,
"Ada 21 RB orang yang dislike, i love +62",0,3,,
Selama panjaitan masih jadi menteri lahan tambang akan tetap subur.,0,0,,
49:11 sampai sini dulu nanti lanjut,0,2,,
"Tafsir keadilan sosial bagi para elit adalah
 Bagi rata proyek dan atur bareng hukum untuk memuluskan jalannya.",0,0,,
Luar biasa. Suatu ilmu baru dan juga sumber referensi yg valid. Terus berkarya untk rakyat negara ini..,0,0,1,
Enak banget ngomongnya tu mulut gubernur...kalau keluarga dia yang mati di galian bekas tambang apa iya akan bicara macam tu juga..!!!!!,0,0,,
"Ingay guys, kalo kalian ada berencana ingin menetap di kalimantan, sebaiknya jangan. Saya sebagai warga kalimantan saja sangat kecewa dengan para pimpinan di kalimantan. Pokoknya kalo sudah berurusan dengan namanya pertambangan, kalian sebagai rakyat gak bakalan didengar. Fix.!!!",0,0,,
15:10 mental seperti ini kok bisa jadi wakil dan pemimpin rakyat yah...,0,0,,
kasia juga trasmigra,0,0,,
"Kasih aja semua ke tambang, gausah lgi ada sawah, kebun, dll biarin gausah ada bahan pangan",0,0,,
Yang banyak duit berkuasa,0,0,,
keren tuh anggota dpr nyaa,0,0,,
pea gubernurnya malah ketawa. next time pilih yg lain aja pas pilgub,0,0,,
"lucunya negri ku orang"" nyatain kebenaran malah pidana uwaw, anda zuperr",0,0,,
Gimana kalau anakmu yg meninggal bok gubernurrrrrrrrrr,0,0,,
hukum apa yang memperbolehkan manusia merusak alam dan menyakiti manusia? HUKUM IBLIS!,0,2,,
Anak gubernurnya tenggelemin di bekas tambang biar tau rasanya kehilangan bangsat,0,0,,
Bumi & isinya di indonesia dikeruk & diperkosa sebesar-besarnya hanya untuk kemakmuran para corporate2 tambang & elite2 politik. Masyarakat kecil cuma bisa gigit jari. Miris liat kondisi seperti ini di indonesia.,0,0,,
"Serakah alam yg sudah bgus 
 Hncur demi kepentingan pribadi
 Demi materi yg tdk pernah ckup .
 Orng mempertahankn kelangsungan alam justru yg di penjarakan .",0,0,1,
Entah kenapa muncul lagi di beranda,0,1,,
Kita butuh kita yang merusak,0,0,,
fu*k pemeri*tah....!!!,0,0,,
"Indonesia menolak lupa, saya orang kalimantan akan terus mengingat ini",0,0,,
Ga ngerti lagi sama orang orang yg dislike ini video..,0,0,1,
3500 lubang bekas tambang,0,0,,
"Akhirnya gua cari"" ketemu lg ni film.",0,2,,
Pemerintah tidak terlalu memikirkan masyarakat yang terkena limbah batu bara ðŸ¤¦ðŸ¼â€â™‚ï¸,0,0,,
"Tanpa kalimantan keuangan orng dalem ga bakal kek skrng, lupa diri lupa rakyat , LUPA JUGA YANG NAMANYA TUHAN.",0,8,,
jifup perlu cinta agak hidup bermakna0,0,0,,
"Walaupun udah pernah nonton , tapi masij suka dengan dokumentar ini 24 AGUSTUS 2020",0,0,1,
"indonesia terlalu sibuk memnbgun sampai lupa bgmna cara menanam , ntr tkutnya kedepan semua serba impor",1,1,,
Jokowi Tidak Seburuk Prabowo,0,0,,
"Keadilan sosial bagi sebagian rakyat Indonesia.
 Miris rakyat kecil bisa apa? Gerak dikit kalah sama elite politik, berani ngelawan siap"" jeruji besi. Ya Allah di jajah di negri sendiri.
 Gak sanggup lihat video nya bawaan nya emosi trus jadi nya gini amat negara tercinta kita.",0,0,,
Gubernur asu.. Tak bacok rene suuu,0,0,,
"semoga vidio ini tersampaikan kpd yang bersangkutan,takbirrrr.",0,0,1,
"1tahun berlalu,, gak ada perbaikan yg berarti.. Payah...",0,0,,
"Tanyakan kepada pemerintah masi banyak hutan yang akan mereka rusak . mereka di perkuat oleh budak budak pemerintah sperti polisi tentara dan masi banyak yg lain jga. Dan mungkin pemerintah sendiri lah yg akan menjerumuskan negrinya sendiri, jika tidak bekerja dengan baik, jangan hanya uang uang dan uang termasuk jabatan. Pemerintah itu jago dalam mengelola kata bukan mengelola negara",0,0,1,
"Orang orang tolol be like: ye film ini cuma nampilin kejelekanya doang
 ,Ye ttololl ngapain kebaikanya di filmin lagi, kan udah di tv in",0,0,,
Yg Dislike fix Pemerintah Sama CebongÂ²nya :v,0,2,,
Masuk penjara tahun 2005.. hmm pemerintah pusat dan daerah saat itu bagaimana ya respon nya?,0,0,,
ada yang balik lagi kesini setelah 75 th INDONESIA?,7,249,,
"Film yang bikin golput awkwkwkwk ,10 kali pun gua nonton gak bakalan golput",0,1,,
"Yang bener malah ditangkap dg dalil ujaran kebencian
 Dandy dan jerinx",2,1,,
Peran Mahasiswa mana??,0,0,,
Gubernurnya gada akhlak,0,0,,
Panjang umur selalu semua orang2 baik Tuhan bersama kalian aminnn.,0,4,,
"setelah setahun berlalu, masih gatel banget pengen nampol gubernurnya ðŸ˜’",12,110,,
Luhut ðŸ¥´ wajah serakahnya nampak kali,0,0,,
wah kalo begini semua...siapa yg mengerti alam..????,0,1,,
oh begini mereka para mantan jendral banyak disini...begini saja cita cita mereka ini..pengusaha pengusaha...pengusaha ..! setelah pensiun...,0,13,,
"Indonesiaku .. tragis sekali nasibmu
 
 Dirgahayu republik Indonesia ke-75",0,34,,
Pak nyoman sama seperti #jrxsid hukum diindonesia seperti ini,0,1,,
kejadian ini sama halnya dengan kondisi di Provinsi Ke. Bangka Belitung..Angkuhnya pemerintah sehingga menimbulkan lumpur baik didaratan maupun di laut...Kami terus berjuang..Salam Lestari.,0,0,,
enteng kalii bapak bilang nasib..kayak taik gubernur bgtuðŸ˜ž,0,0,,
"Kalau karena kurang eketif dalam memperbaiki Ekonomi kemudian terjadi RESESI EKONOMI dan kurang efektif dalam menangani wabah selama covid, apabila Jokowi mau dan bersedia legowo mengundurkan diri dari jabatan Presiden Indonesia, maka Kiyai Haji Ma'ruf Amin yang akan menggantikannya jadi presiden.
 Hal ini sesuai Konstitusi",0,0,,
"Coba lumpurnya di keringin, di ayak ada emasnya tak?",0,0,,
Pemimpin yang membunuh sebagian rakyatnya ðŸ˜¥,0,0,,
Emang orang2 biadab gak berperikemanusiaan mudah2an kena ajab yang menjolimi kaum bawahan,0,0,,
Semua mengejek dan mengkritik tentang batubara dan PLTU.. tapi kalian masih memakai listrik... ibarat meludah tapi kena muka sendiri... klo emang kalian2 punya pendirian atas dasar apa yg kalian omongkan... mulai sekarang jgn pke listrik dong... pke aja tenaga surya.. baru saya acungi jempol,0,0,0,
Semoga terdengar oleh pemerintah,0,4,,
negara Indonesia yang dulu Hijau makin lama menjadi Hitam :((,0,1,,
"FILM YANG LUAR BIASA SEKALI..
 MENGAPA FAKTA KOK MALAH DISEPELEKAN :' SANGAT DISAYANGKAN
 NEGERI YANG HIJAU LAMA KELAMAAN JADI NEGERI HITAM :(( , MOGA DITAYANGAN DI TV biar semua Tau yang mana yang Benar dan yang mementingkan kepentingannya SENDIRI",0,2,1,
Sudah 32 jt...!!!,0,1,,
Aku butuh film dokumenter lagi..,0,0,,
Mkanya bagi masyaraka yg daerahya mengandung kekayaan perut bumi jgn banga karna suatu saat pasti akan ada bencana buatan dari penguasa2 serakah percylah diakui atau tidak disadari ayau tida suatu saat akan ada bencana sudah byk bukti kehancuran dimamana dan kita sudah pasti tak bisa berbuat apa2 karna kita org kecil paling kita bisa demo sdgkan yg dideo puya kekuasaan uang dan apara bersenjata. Kita puya waktu terbatas modal terbata kkuatan terbatas dan ujung2ny paling bisa triak dan memangis maap ini bukan mengada ada ini penglaman saya pribadi di daetah saya sumatra. Mudah2n ini jgn terjadi didaerah saudara2 untuk masa yg akan datang yg daerahnya byk tambang dalam bumi dan,0,0,,
KEADILAN SOSIAL BAGI RAKYAT YANG BERUANG,2,0,,
Apakah dengan menonton saya tidak jomblo lagi ?,0,4,,
film bokep malasia,0,0,,
Mau bapak jadi presiden atau engga saya masih jualan pisang goreng sm kopi. Pisang goreng rasa batubara sadissss,0,0,,
"Emang anjing bgt tuh petinggi, gambaran manusia tanpa kemanusiaan",0,0,,
"Begini nasib Rakyat, harus berhadapan dgn kedzoliman dan arogansi Rezim Pemerintah dan Pengusaha/Konglomerat.",0,0,,
Benar2 membunuh hukum adat.,0,0,,
15.02 gw selesai nonton.. dan gw Baru tau film ini.. great bgt..,0,0,1,
Aku menangis â˜¹ðŸ¥ºðŸ˜¢ðŸ˜­,0,0,,
"terima kasih untuk inspirasinya terus berkarya denga. kejujuran kawan kawan watch doc ...
 https://youtu.be/ecGykl-1Q-w",0,1,,
"YaAllah Tolonglah kami lindungilah kami
 dan jauhkanlah kami dr pemimpin2 yg zholim juga menyengsarakan kami 
 berikanlah kami kehidupan yang tenang dan damai
 saling menyayangi,mengasihi dan menghargai satu sama lain
 Aamiiin Allah 
 Aamiiin ya Robbal'alamin",0,1,,
"semenjak nonton film ini setelah pilpres 2019 ampe skrng dijadiin bahan skripsian, ni film membuka ruang baru tentang lingkungan dan sangat menginformasikan masyarakat tentang penting nyaa menjaga dan memanfaatkan sda yang mana itu tanpa kita sadari kita pergunakan setiap hari ( listrik ) !",0,33,1,
"Para penguasa yang masih berduka manis di kursi yg berputar, Dimana Rasa kemanusiaan kalian sekarang?",0,1,,
"https://www.idnfinancials.com/adro/pt-adaro-energy-tbk
 Adaro Energy (ADRO) tidak hanya berhubungan dengan Sandiaga Uno. Salah satu pendiri perusahaan ini merupakan kerabat dekat menteri BUMN saat ini. Lihat di jajaran direksi perusahaan, ada nama yg tentunya tidak asing di telinga kita. Jelas saja, itu sodaranya. Mau 01 atau 02, kepentingan bisnis yg menang.",0,1,,
"Menambah wawasan ,,ðŸ‘",0,0,1,
"Ntah mengapa ketika mereka bilang ""nasib"" ""allah"" dan kalimat rohani lainnya, di sana ku bisa lihat serigala berbulu domba yang asli rupanya seperti apa, jijik ku mendengar munafiknya diri mereka",0,36,,
"Karena manusia serakah, alampun juga di musnakannya",0,5,,
KONSPIRASI INDONESIA,0,0,,
Gubernur po kui.....,0,0,,
"Nyalakan lampu dengan putaran angin
 Terangi rumah dengan aliran air
 Sinari kota dengan panas matahari.
 Mengapa nyala lampu kita meninggalkan lubang2 tambang
 Mengapa terang lampu kita meninggalkan duka dan derita",0,0,,
knp sih. g buat tanam padi aja tanahx drpd di gali buat tambang jd kubangan toh padi jg bs di ekspor cari lah alternatif pembangkit listrik,0,0,,
"kolam ikan? g knp2 emang klo jd kolam ikan? bukanx bekas tambang mengandung logam berat y,,,????",0,0,,
Penipuan,0,0,,
Flm pa tu,0,0,,
Indonesian membutuhkan karyamu!,0,0,1,
Jawabannya pemprov keren ðŸ¤£ jangan sampe di daerah lain seperti itu. Harus lebih keren,0,0,,
29:24 disebelah kiri putih2 apaansih? cewek pake dress gt? maaf beneran nanyaðŸ™,2,0,,
Pilih pemimpin yg kayak Ahok. Ahok itu generous dan integritas.,0,0,,
Kalah film Indonesia yang lain. Ini film yg viewers terbanyak se Indonesia,3,73,,
"Ini baru kritik yg bener dan netral. Gak pake menyuarakan kebencian SARA, antar Muslim dan kafir, pribumi dan Tionghoa, Sunni Syiah, Islam Kristen.
 Karena semua pengusaha batubara yg ditampilkan, baik pendukung Jokowi atau Prabowo, baik anggota parpol atau bukan, baik yg agamanya Islam atau kafir, baik yg pribumi, Arab, Cina, apalah, sama aja.",0,2,1,
"Keren cerita yang diangkat
 Dan narasinya menarik
 Semoga channelnya semakin kreatif dan memberi ilmu dan pengalaman bagi penonton",0,2,1,
"Hidup memang tdk adil jdi biasakan dirimu ya
 
 
  ( Patrick star )",0,2,,
Itu yg mandi keliatan jembutnya,0,1,,
"Film dokumenter terbaik.
 Prihatin penguasa negeri namun mengkhianati amanah rakyat.",0,1,1,
gua kira film nyata nya berita,0,0,,
Syp yg nonton bulan Juli tahun 2020 âœŠâœŠ,0,0,,
"Setiap kebijakan dari pemerintah untuk PLTU ini sebenarnya untuk jangka panjang sebenarnya baik.
 Tapi kembali lagi setiap kebijakan tidak bisa membuat semua orang senang. Pasti ada salah satu pihak yg dikorbankan. 
 Saya yakin pemerintah sudah pasti memikirkan setiap konsekuensi yg terjadi jika suatu kebijakan disahkan.
 Tapi, mereka lupa untuk memberikan solusi untuk konsekuensi yang terjadi di lapangan.",0,0,0,
Kalimantan merupakan paru paru dunia. Namun apakah setelah semua ini masih dapat disebut demikian?,0,1,,
"hanya mengusap dada, sabar. tuhan tak tidur",0,1,,
"17:05
 Itu bapak bapak yang marah marah sama Dirut Inalum itukah?",1,0,,
Menunggu,0,0,,
mudah-mudahan segera berakhir,0,0,,
"Geram, marah, tp ujung"" nya merasa putus asa dan tidak bisa bisa berharap terhadap PENGUASA saat ini. Terlihat jelas kita rakyat kecil bagaikan butiran debu di tengah gurun sahara, mau berceloteh apapun tidak akan berpengaruh terhadap kondisi saat ini malah sebaliknya kita yang akan dibui, ya karena kita sedang ada di dalam lingkaran SETAN, yang bisa merubah menurut saya cuma SUPERMAN GILA dengan hati nasionalis MURNI yang punya kekayaan melimpah yg otomatis punya POWER BESAR. Mungkin kalau dibandingkan dengan negara tetangga kita tertinggal sangaaaat jauh, yang mana disana sudah banyak orang yang duduk di pemerintahan yang berjiwa nasionalis tinggi yang benar"" memikirkan rakyat bukan keuntungan pribadi. Saya cinta Indonesia tapi saya malu punya PENGUASA seperti saat ini. (*penguasa tdk hanya sebagai presiden) teruslah berjuang INDONESIA KU
 
 Nonton utk yg ke 2 kali pd tgl 4 Juli 2020",0,1,,
