,text,text_clean
163,uang diatas segalanya.....,uang diatas segalanya
164,Bajingan emang para orang orang rakus di pertambangan...bangsd..laknat akan menyertaimu kelak..lebih pedihhhh....lebih pedihhh....,bajingan emang para orang orang rakus di pertambanganbangsdlaknat akan menyertaimu kelaklebih pedihhhhlebih pedihhh
165,Kok ga tranding ya? Ada yg bisa jawab guys,kok ga tranding ya ada yg bisa jawab guys
166,"Kita bukan salah memilih energi pak, tapi salah memilih pemimpin yg bisa memilih energi.",kita bukan salah memilih energi pak tapi salah memilih pemimpin yg bisa memilih energi
167,Semoga jurnalis Watchdog mau meliput semua fakta tentang pandemi covid dan semua scandal yang terjadi didalamnya.,semoga jurnalis watchdog mau meliput semua fakta tentang pandemi covid dan semua scandal yang terjadi didalamnya
168,Mudahan lakas kiamat nyman matian,mudahan lakas kiamat nyman matian
169,Mening Golput aja pilpres taun selanjutnya. Ã°Å¸Ëœâ€¡,mening golput aja pilpres taun selanjutnya
170,"Video yg sangat berkualitas Ã°Å¸â€˜Â
  Membongkar ketidakadilan, tidak memperdulikan rakyat yg terimbas hanya memikirkan untung yg di dapatkan
  Seharusnya harus lebih di perhatikan lg dan di urusin dgn layak, bukan hanya menyepelekan",video yg sangat berkualitas membongkar ketidakadilan tidak memperdulikan rakyat yg terimbas hanya memikirkan untung yg di dapatkan seharusnya harus lebih di perhatikan lg dan di urusin dgn layak bukan hanya menyepelekan
171,Wisata hantu itu pak,wisata hantu itu pak
172,"Jawaban Seorang Gubernur ga jauh sama anak Sd, ""kan itu Nasibnya dia mati di lubang galian""
  ,",jawaban seorang gubernur ga jauh sama anak sd kan itu nasibnya dia mati di lubang galian
173,"Dimulai dari sini, perjalananku bersama watchdoc dimulai",dimulai dari sini perjalananku bersama watchdoc dimulai
174,"Masalah listrik di indonesia bukan krn kurangnya kapasitas pembangkit. Tp lebih pada masalah distribusi. Pembangkit2 itu dibangun di wilayah jawa dan bali yg justru surplus listrik. Demi siapa? Demi para pemilik tambang batubara yg pingin batubaranya laku. Itu seperti nyuruh orang kekenyangan makan lagi dan lagi. Sementara ada wilayah2 lain yg krisis listriknya tp tdk diupayakan dialiri listrik krn ongkos pembangunannya lebih mahal dr dua pulau td. Dan lagi, di luar kedua pulau itu calon pelanggan PLN-nya jauh lebih tidak padat dan bersifat komunal. Berat diongkos kalau dilayani. Itu di video sudah dikasih solusi kok, warga hrs mulai melirik energi aternatif yg lebih renewable, yg sygnya pemerintah tdk mensuport itu. Hrs dibuat regulasi yg memudahkan warga untuk memproduksi listriknya sendiri",masalah listrik di indonesia bukan krn kurangnya kapasitas pembangkit tp lebih pada masalah distribusi pembangkit itu dibangun di wilayah jawa dan bali yg justru surplus listrik demi siapa demi para pemilik tambang batubara yg pingin batubaranya laku itu seperti nyuruh orang kekenyangan makan lagi dan lagi sementara ada wilayah lain yg krisis listriknya tp tdk diupayakan dialiri listrik krn ongkos pembangunannya lebih mahal dr dua pulau td dan lagi di luar kedua pulau itu calon pelanggan plnnya jauh lebih tidak padat dan bersifat komunal berat diongkos kalau dilayani itu di video sudah dikasih solusi kok warga hrs mulai melirik energi aternatif yg lebih renewable yg sygnya pemerintah tdk mensuport itu hrs dibuat regulasi yg memudahkan warga untuk memproduksi listriknya sendiri
175,"Wahai para mahasiswa , ciptakanlah sumber energi alternatif yang ramah lingkungan dan harga murah",wahai para mahasiswa ciptakanlah sumber energi alternatif yang ramah lingkungan dan harga murah
176,Semoga dikasih siksa akhirat yg seberat2nya kpda orang2 yg ga bertanggung jawab atas rusaknya ekosistem & nyawa2 yg melayang karna kepentingan perut sendiri,semoga dikasih siksa akhirat yg seberatnya kpda orang yg ga bertanggung jawab atas rusaknya ekosistem nyawa yg melayang karna kepentingan perut sendiri
177,Vidio paling bagus di yutup yg pernah gw lihat,vidio paling bagus di yutup yg pernah gw lihat
178,"Hmmm, from coal to electricity.
  Hmmm, sekarang ngerti lah gw kenapa si pakde ngebet mau meresmikan mobil listrik. 
  Yah yg pasti tujuannya mah bukan buat lingkungan tapi ehemmm",hmmm from coal to electricity hmmm sekarang ngerti lah gw kenapa si pakde ngebet mau meresmikan mobil listrik yah yg pasti tujuannya mah bukan buat lingkungan tapi ehemmm
179,"Saya mah nunggu imam mahdi ajalah,...",saya mah nunggu imam mahdi ajalah
180,Bisa gtu ya gabernernya.. Bis ktawa2 gtu,bisa gtu ya gabernernya bis ktawa gtu
181,Banyak yg sok bijak ya tapi masih suka buang2 listrik/boros listrik.. Hemmm..,banyak yg sok bijak ya tapi masih suka buang listrikboros listrik hemmm
182,Opening yg sngat mengencrotkan,opening yg sngat mengencrotkan
183,"21092020
  Jejak",jejak
184,berdosalah seorang pemimpin yang suka mendzolimi rakyatnya...,berdosalah seorang pemimpin yang suka mendzolimi rakyatnya
185,"Ohh,,, Bumi tercintaku kapan kamu berhenti diperkosa,. oh,,, penguasa berhentilah menindas rakyat kecil. Aku tahu para penguasa butuh uwang, buat apa kelihatan mewah, megah klo dampaknya rakyat atao pribumi yang sengsara, . ingat dan sadar lah apapun dibumi ini titipan alloh swt. Kalian para penguasa yang rakus memperkosa bumi tercintaku' sadar dan ingat kalian akan mempertangung jawabkan semua ini di akhirat. BAHAGIA DIATAS PENDERITAAN RAKYAT",ohh bumi tercintaku kapan kamu berhenti diperkosa oh penguasa berhentilah menindas rakyat kecil aku tahu para penguasa butuh uwang buat apa kelihatan mewah megah klo dampaknya rakyat atao pribumi yang sengsara ingat dan sadar lah apapun dibumi ini titipan alloh swt kalian para penguasa yang rakus memperkosa bumi tercintaku sadar dan ingat kalian akan mempertangung jawabkan semua ini di akhirat bahagia diatas penderitaan rakyat
186,"gak ada listrik nanti demo , serba salah bossss",gak ada listrik nanti demo serba salah bossss
187,"Anjing apa bedanya sama belanda dan jepang dulu... ?
  Ternyata negara kita yg kita cintai se hancur ini",anjing apa bedanya sama belanda dan jepang dulu ternyata negara kita yg kita cintai se hancur ini
188,Gua gerasa sakit hati ngeliat kelakuan dari penguasa yg impeknya rakyat jadi korban.. Gua juga anak kamupung... Anak indonesia.. Yg gua ngga habis pikir pemerintah gimana ini.? Ini juga rakyat indonesia.,gua gerasa sakit hati ngeliat kelakuan dari penguasa yg impeknya rakyat jadi korban gua juga anak kamupung anak indonesia yg gua ngga habis pikir pemerintah gimana ini ini juga rakyat indonesia
189,Gua gadtang kesini karena liat video om dedy,gua gadtang kesini karena liat video om dedy
190,Lho Iki presiden e lak papi ne ahyÃ°Å¸ËœÅ½,lho iki presiden e lak papi ne ahy
191,"Kadang mikir juga para pekerja tambang atau orang terkait pekerja di perusahaan lulusan sarjana pertambangan dan perminyakan dari universitas2 mereka disekolahkan pemerintah hingga lulus dan difasilitasi, mereka bekerja otomatis bekerja di bidang mereka jika lulusan tambang dan perminayakan pasti bekerja di pt Terkait pertambangan dan perminyakan, mereka disekolahkan pemerintah setelah lulus mereka malah beradu ide untuk kemajuan perusahaan pertambangan mengolah dan terjun ke pertambangan dan nantinya merusak lingkungn hidup juga. Mereka yang awal mulanya tidak terfikir untuk merusak lingkungan sehubung dibayar dengan gaji yang besar perusahaan akhirnya merekalah yg turut memiliki campur tangan ayas kerusakan ekosistem dan negara sendiri.Kenapa circlenya jadi gini. Di bayar buat sekolah di fasilitasi malah mereka juga yang ngerusak negara, dasarnya manusia serakah...hehe",kadang mikir juga para pekerja tambang atau orang terkait pekerja di perusahaan lulusan sarjana pertambangan dan perminyakan dari universitas mereka disekolahkan pemerintah hingga lulus dan difasilitasi mereka bekerja otomatis bekerja di bidang mereka jika lulusan tambang dan perminayakan pasti bekerja di pt terkait pertambangan dan perminyakan mereka disekolahkan pemerintah setelah lulus mereka malah beradu ide untuk kemajuan perusahaan pertambangan mengolah dan terjun ke pertambangan dan nantinya merusak lingkungn hidup juga mereka yang awal mulanya tidak terfikir untuk merusak lingkungan sehubung dibayar dengan gaji yang besar perusahaan akhirnya merekalah yg turut memiliki campur tangan ayas kerusakan ekosistem dan negara sendirikenapa circlenya jadi gini di bayar buat sekolah di fasilitasi malah mereka juga yang ngerusak negara dasarnya manusia serakahhehe
192,Film yang kerennn,film yang kerennn
193,"26:14
  Strategi perusahaan/kontraltor besar selalu gitu..
  Sengaja aktivitasnya menyebabkan kerusakan di pemukiman agar penghuninya pergi sendiri jadi perusahaan tidak perlu ganti rugi banyak..",strategi perusahaankontraltor besar selalu gitu sengaja aktivitasnya menyebabkan kerusakan di pemukiman agar penghuninya pergi sendiri jadi perusahaan tidak perlu ganti rugi banyak
194,"Mereka bisa penjarakan 1.. Bisa penjarakan 2.. Bisa penjarakan 10.. Bagaimana kalau 1 kampung.. 1 lurah yang terus melakukan perlawanan? Pemerintah mau bui satu kampung? Hilangin 1 kampung? Jangan takut kalau mrmang benar! Kelompok kecil harus bersatu!
  Lihat akibta satu org dibui, sisanya takut.. Apa bedanya dengan kondisi sekarang dengan di bui?",mereka bisa penjarakan bisa penjarakan bisa penjarakan bagaimana kalau kampung lurah yang terus melakukan perlawanan pemerintah mau bui satu kampung hilangin kampung jangan takut kalau mrmang benar kelompok kecil harus bersatu lihat akibta satu org dibui sisanya takut apa bedanya dengan kondisi sekarang dengan di bui
195,"Warbiyasa ya respon pemerintah daerah sana,gapeduli blas sm rakyat di daerah sekitar pertambangan",warbiyasa ya respon pemerintah daerah sanagapeduli blas sm rakyat di daerah sekitar pertambangan
196,masih adakah temn teman pemuda yang minat bertani?,masih adakah temn teman pemuda yang minat bertani
197,"Next kita harus sama2 saling mengingatkan akan dampak dari lingkungan ini , agar masyarakat tidak selalu terkecoh oleh bualan para elite.
  
  Saat ini kita benar2 di tutupi apa yang sebenarnya terjadi di lapangan , dan bukannya kita tidak kritis , tapi oknum2 tsb selalu punya cara untuk membungkam publik.
  
  Kita selalu di suguhi hiburan , tapi pada dasarnya kita di perkosa sejati oleh kekuasaan. Dan mereka sudah mempelajari masyarakat kita yang doyan ngegossip akibat pengaruh entertaint berlebihan.",next kita harus sama saling mengingatkan akan dampak dari lingkungan ini agar masyarakat tidak selalu terkecoh oleh bualan para elite saat ini kita benar di tutupi apa yang sebenarnya terjadi di lapangan dan bukannya kita tidak kritis tapi oknum tsb selalu punya cara untuk membungkam publik kita selalu di suguhi hiburan tapi pada dasarnya kita di perkosa sejati oleh kekuasaan dan mereka sudah mempelajari masyarakat kita yang doyan ngegossip akibat pengaruh entertaint berlebihan
198,syariah tai apaaaaa,syariah tai apaaaaa
199,Dan kita di sajikan sinetron biar ngga tahu apa yang terjadi sebenarnya . Kita di bodohi sekali,dan kita di sajikan sinetron biar ngga tahu apa yang terjadi sebenarnya kita di bodohi sekali
200,"Ya gw sih ga bela sana sini atau salahn sana sini klo mslh tambang gw prnh idup di kmpung bpk gw itu dlu jg mau d bkin pabrik semen trs d tolak mati2"" N akhirnya ga jadi cuma sodara gw dia org LSM kenalnnya jg bnyk dia tau sdkit mslh hukum klo mslh tambang itu sampai kapan pun tetap di cari mau di mana pun tmpt selagi tmpt itu msh ada psti tetap di gali krna itu sebagian dari kebutuhan ada bnrnyaa jg sih klo gw dngr dri sodara bpk gw , dan prnh blng jga jngn trlalu prcaya sama pmrintahan soal janji2"" Nya mreka berdebat hanya drama saja",ya gw sih ga bela sana sini atau salahn sana sini klo mslh tambang gw prnh idup di kmpung bpk gw itu dlu jg mau d bkin pabrik semen trs d tolak mati n akhirnya ga jadi cuma sodara gw dia org lsm kenalnnya jg bnyk dia tau sdkit mslh hukum klo mslh tambang itu sampai kapan pun tetap di cari mau di mana pun tmpt selagi tmpt itu msh ada psti tetap di gali krna itu sebagian dari kebutuhan ada bnrnyaa jg sih klo gw dngr dri sodara bpk gw dan prnh blng jga jngn trlalu prcaya sama pmrintahan soal janji nya mreka berdebat hanya drama saja
201,Lingkaran setan Ã°Å¸ËœÂ­,lingkaran setan
202,Sebuah ironi negri indonesia yg makmur jatuh ke tangan Perampok yg sangat serakah dan bertopeng Manis Ã°Å¸Â¤â€˜Ã°Å¸Â¤Â¡Ã°Å¸â€˜Âº,sebuah ironi negri indonesia yg makmur jatuh ke tangan perampok yg sangat serakah dan bertopeng manis
203,Mirissss indonesiaku Ã°Å¸ËœÂ¥ apalagi 10 th kedepan jadi apa negara ku Ã°Å¸Ëœâ€œ,mirissss indonesiaku apalagi th kedepan jadi apa negara ku
204,":) ternyata orang pintar ""diatas"" hanya cuman bisa ngancurin ya~. Mana janji janji mu dulu bung~",ternyata orang pintar diatas hanya cuman bisa ngancurin ya mana janji janji mu dulu bung
205,"Udah 1 tahun neh video, gimana kabar tuh lobang"" maut di kaltim . Apa tambah hebat atau benar"" udah di tutup balik",udah tahun neh video gimana kabar tuh lobang maut di kaltim apa tambah hebat atau benar udah di tutup balik
206,"Dan pada hari itu, akan ditutup mulut mereka, tangan dan kaki mereka akan menjadi saksi. 
  QS-yasin",dan pada hari itu akan ditutup mulut mereka tangan dan kaki mereka akan menjadi saksi qsyasin
207,pernah gak sih yg katanya aparat berwenang itu liat dokumentasi kayak gini ? biar melek matanya itu,pernah gak sih yg katanya aparat berwenang itu liat dokumentasi kayak gini biar melek matanya itu
208,Asu setan orang orang serakah!!,asu setan orang orang serakah
209,"Gunung dikeruk
  Hutan dibabat
  Batu diangkut
  Emas dikeruk
  Air di kemas
  Pasir digali
  Pribumi jadi kuli
  Dengan bencana menanti",gunung dikeruk hutan dibabat batu diangkut emas dikeruk air di kemas pasir digali pribumi jadi kuli dengan bencana menanti
210,gubernur bangsatttt,gubernur bangsatttt
211,Tahun 2021hadir,tahun hadir
212,Se bajingan ini kah dunia politik?,se bajingan ini kah dunia politik
213,Kok gw kesel ya sma gubernur nya Kaltim,kok gw kesel ya sma gubernur nya kaltim
214,Pak ganjar yg suka main yuotube kira2 liat film ini gak ya..malu apa gk ya..,pak ganjar yg suka main yuotube kira liat film ini gak yamalu apa gk ya
215,Yg membuat transmigrasi era orde baru.. yg menghancurkan lingkungan era reformasi...ya silakan nilai sendri mana yg lbih kejam dan gk prikemanusiaan...,yg membuat transmigrasi era orde baru yg menghancurkan lingkungan era reformasiya silakan nilai sendri mana yg lbih kejam dan gk prikemanusiaan
216,"Gk akan d dengar karena triliunan rupiah hasilnya...karena kekayaan menghalalkan segala cara!!!!
  Klo pengusaha kaya raya yg melakukan penambngan batu bara ini disebut bisnis..tpi klo yg mengeruk masyarakat secara ilegal ini d sebut tindakan melanggar hukum...",gk akan d dengar karena triliunan rupiah hasilnyakarena kekayaan menghalalkan segala cara klo pengusaha kaya raya yg melakukan penambngan batu bara ini disebut bisnistpi klo yg mengeruk masyarakat secara ilegal ini d sebut tindakan melanggar hukum
217,"Kiranya Tuhan memulihkan kondisi Indonesia... 
  
  #masihselaluberharappadaNya",kiranya tuhan memulihkan kondisi indonesia masihselaluberharappadanya
218,"sumpah keren nih, dari dulu gw nyari film dokumentasi ginian, kalo liat di tv kurang puas rasanya",sumpah keren nih dari dulu gw nyari film dokumentasi ginian kalo liat di tv kurang puas rasanya
219,saya orang batang mau kerja di pltu batang aja susahh,saya orang batang mau kerja di pltu batang aja susahh
220,"Kalimantan babak belur..
  Yg sejahtera pulau seberang
  Yg sejahtera manusia seberang
  Teruskan indonesiaku",kalimantan babak belur yg sejahtera pulau seberang yg sejahtera manusia seberang teruskan indonesiaku
221,Salah pilih presiden,salah pilih presiden
222,"""Setiap desa bisa menjadikan ini sebagai rujukan untuk menggambarkan jelas permasalahan yang ada di bumi kita, karena kerakusan struktural telah masuk ke pori pori Desa, semoga sehat negeriku""
  
  ""Bukan hanya masalah uang, lebih jauh lagi ini masalah masa depan yang melayang""
  
  SalamDariKotaBawang
  HampirBerubahMenjadiKotaHutang",setiap desa bisa menjadikan ini sebagai rujukan untuk menggambarkan jelas permasalahan yang ada di bumi kita karena kerakusan struktural telah masuk ke pori pori desa semoga sehat negeriku bukan hanya masalah uang lebih jauh lagi ini masalah masa depan yang melayang salamdarikotabawang hampirberubahmenjadikotahutang
223,Berapa dosa yang kau perbuat perusahaan dan pemerintah,berapa dosa yang kau perbuat perusahaan dan pemerintah
224,"Saya pernah kerja di tambang batubara, memang wilayah tambang sudah masuk ke kampungÃ‚Â², bahkan banyak rumahÃ‚Â² warga, kebun, masjid... di beli/di ganti dg rupiah. Ada uang debu, uang bising, utk stiap KK yg tinggal di sekitar tmbang/jetty. Setelah kejdian anak saya batukÃ‚Â², krn tidak kuat dg debu/udara di sekitar tambang, saya berhenti bekerja. Lalu sekarang saya kerja di prusahaan industri nikel, disini timbul suatu yg janggal, yaitu TKA asal tiongkok. Ratusan bahkan ribuan TKA china, kerja di indonesia. Secara tidak sadar kita telah di jajah oleh china. Ã°Å¸â„¢ÂÃ°Å¸ÂÂ»
  Salam dari saya..Ã°Å¸â„¢ÂÃ°Å¸ÂÂ»Ã°Å¸â„¢ÂÃ°Å¸ÂÂ»
  Asli jawa tengah, merantau di pulau OBI, halmahera selatan, maluku utara.",saya pernah kerja di tambang batubara memang wilayah tambang sudah masuk ke kampung bahkan banyak rumah warga kebun masjid di belidi ganti dg rupiah ada uang debu uang bising utk stiap kk yg tinggal di sekitar tmbangjetty setelah kejdian anak saya batuk krn tidak kuat dg debuudara di sekitar tambang saya berhenti bekerja lalu sekarang saya kerja di prusahaan industri nikel disini timbul suatu yg janggal yaitu tka asal tiongkok ratusan bahkan ribuan tka china kerja di indonesia secara tidak sadar kita telah di jajah oleh china salam dari saya asli jawa tengah merantau di pulau obi halmahera selatan maluku utara
